Conversion ID,Advertiser,Status,Order ID,Conversion Time,Click Time,Currency,EUID,Estimate Order Value,Estimate Optimise Cashback Value,Cashback % or Amount,Estimate M1 Cashback Value,"Estimate Cashback Value
(Exclude GST)",Unnamed: 13,Settlement Date,Partner Approved but payment not received. But pulseid have done the settlement
09140ac334544cdd8662ad08635e3624-1,Shopee SG,Approved,230926BPC04J9E_18955345201_1,26/09/2023 12:33,26/09/2023 12:32,SGD,513461b3-5aa8-4884-a367-6a68d0d39e61,16.36,0.23,0.90%,0.147,0.137,,7/2/2024,
306948010,Lazada SG,Approved,1.07E+14,25/09/2023 22:25,25/09/2023 22:22,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,5.94,0.31,4.00%,0.238,0.221,,7/4/2024,
48bf412c24324cdb999f33bc3bccf8ac-1,Shopee SG,Approved,230925A6CF12V2_18182681836_1,25/09/2023 22:14,25/09/2023 22:12,SGD,4281df96-78eb-4bf6-a811-924fa87bc848,104.65,2.2,1.60%,1.674,1.557,,7/2/2024,
29b2f943f5a148ab9cd46d95ccdfd8fb-1,Shopee SG,Approved,230925A1BJ5G6D_22370889070_1,25/09/2023 20:44,25/09/2023 20:42,SGD,a575aea7-1438-47a5-93fe-17d735dc21f9,61.88,1.3,1.60%,0.99,0.921,,7/2/2024,
35d28aae89de4ca7b560a03bcefe56e8-1,Shopee SG,Approved,2309259PX0MWNR_16636890621_2,25/09/2023 17:37,23/09/2023 13:22,SGD,cad7f93c-044e-4bbb-91b2-0cece7eb21c5,12.94,0.27,1.60%,0.207,0.193,,7/2/2024,
eaf8da0fb70b4f478c4a898f85b9786d-1,Shopee SG,Approved,2309259PX0MWNR_16636890621_1,25/09/2023 17:37,23/09/2023 13:22,SGD,cad7f93c-044e-4bbb-91b2-0cece7eb21c5,12.94,0.27,1.60%,0.207,0.193,,7/2/2024,
91b1c41739c54d06a6d9f75fa917b750-1,Shopee SG,Approved,2309259PX0MWNR_16636890621_3,25/09/2023 17:37,23/09/2023 13:22,SGD,cad7f93c-044e-4bbb-91b2-0cece7eb21c5,13.5,0.28,1.60%,0.216,0.201,,7/2/2024,
c870b88bcf7f4538ac2fabdeedd869c9-1,Shopee SG,Approved,2309259KPYS3FD_21958152964_3,25/09/2023 16:40,22/09/2023 10:30,SGD,91d5cb50-cb1b-40e2-8378-7bc286a1c64a,27.95,0.39,0.90%,0.252,0.234,,7/2/2024,
c82541c7567b4ce0a297ee9fcf93d5d5-1,Shopee SG,Approved,2309259KPYS3FD_12554239559_1,25/09/2023 16:40,22/09/2023 10:30,SGD,91d5cb50-cb1b-40e2-8378-7bc286a1c64a,12.83,0.18,0.90%,0.115,0.107,,7/2/2024,
e63cdb9d7e574ec2b6baf9e1d044f030-1,Shopee SG,Approved,2309259KPYS3FE_17467884692_1,25/09/2023 16:40,22/09/2023 10:30,SGD,91d5cb50-cb1b-40e2-8378-7bc286a1c64a,7.91,0.11,0.90%,0.071,0.066,,7/2/2024,
ae673914b30d4bc18339a9e5c9fb4c42-1,Shopee SG,Approved,2309259KPYS3FD_17081200250_2,25/09/2023 16:40,22/09/2023 10:30,SGD,91d5cb50-cb1b-40e2-8378-7bc286a1c64a,27.1,0.38,0.90%,0.244,0.227,,7/2/2024,
54e44bebd8814159bcbf931a0cf9879c-1,Shopee SG,Approved,2309259KPYS3FE_19535331643_2,25/09/2023 16:40,22/09/2023 10:30,SGD,91d5cb50-cb1b-40e2-8378-7bc286a1c64a,127.78,1.79,0.90%,1.15,1.07,,7/2/2024,
a3e85ea7efbe4d87a2b2834f1845b5d7-1,Shopee SG,Approved,2309259KPYS3FC_6917471719_1,25/09/2023 16:40,22/09/2023 10:30,SGD,91d5cb50-cb1b-40e2-8378-7bc286a1c64a,28.62,0.4,0.90%,0.258,0.24,,7/2/2024,
c58a2504d81841ac8f248c7c129c4aa1-1,Shopee SG,Approved,2309259J2K6D30_19110215589_1,25/09/2023 16:10,24/09/2023 15:20,SGD,83e3d0c7-e296-42fe-a777-a6c697f02b0e,14.76,0.21,0.90%,0.133,0.124,,7/2/2024,
b8ea27000cb9469bbe04a0a362045b3c-1,Shopee SG,Approved,2309259J2K6D2X_5560703643_1,25/09/2023 16:10,24/09/2023 15:20,SGD,83e3d0c7-e296-42fe-a777-a6c697f02b0e,5.56,0.08,0.90%,0.05,0.047,,7/2/2024,
e9171214d3b3473f91b161d88caa8157-1,Shopee SG,Approved,2309259J2K6D2Y_23112520088_2,25/09/2023 16:10,24/09/2023 15:20,SGD,83e3d0c7-e296-42fe-a777-a6c697f02b0e,2.27,0.03,0.90%,0.02,0.019,,7/2/2024,
411fb3c38d0d42d5a8876d4f48fb230d-1,Shopee SG,Approved,2309259J2K6D31_22138140846_1,25/09/2023 16:10,24/09/2023 15:20,SGD,83e3d0c7-e296-42fe-a777-a6c697f02b0e,26,0.36,0.90%,0.234,0.218,,7/2/2024,
4baf094f79144e97a3a11c591b68f8cd-1,Shopee SG,Approved,2309259J2K6D2Y_18426912309_1,25/09/2023 16:10,24/09/2023 15:20,SGD,83e3d0c7-e296-42fe-a777-a6c697f02b0e,5.01,0.07,0.90%,0.045,0.042,,7/2/2024,
306949522,Lazada SG,Approved,1.07E+14,25/09/2023 15:17,24/09/2023 11:59,SGD,1024ecfa-fb48-480f-bff5-a8e4666ad250,2.23,0.05,2.00%,0.045,0.041,,7/4/2024,
306949523,Lazada SG,Approved,1.07E+14,25/09/2023 15:17,24/09/2023 11:59,SGD,1024ecfa-fb48-480f-bff5-a8e4666ad250,3.3,0.05,0.50%,0.017,0.015,,7/4/2024,
306949524,Lazada SG,Approved,1.07E+14,25/09/2023 15:17,24/09/2023 11:59,SGD,1024ecfa-fb48-480f-bff5-a8e4666ad250,0.66,0.01,2.00%,0.013,0.012,,7/4/2024,
306949525,Lazada SG,Approved,1.07E+14,25/09/2023 15:17,24/09/2023 11:59,SGD,1024ecfa-fb48-480f-bff5-a8e4666ad250,2.23,0.05,2.00%,0.045,0.041,,7/4/2024,
306949662,Lazada SG,Approved,1.07E+14,25/09/2023 14:30,24/09/2023 13:54,SGD,f3594a54-ac28-4d6d-b7c7-a084013e62d4,18.82,0.4,2.00%,0.376,0.35,,7/4/2024,
306949663,Lazada SG,Approved,1.07E+14,25/09/2023 14:30,24/09/2023 13:54,SGD,f3594a54-ac28-4d6d-b7c7-a084013e62d4,18.82,0.4,2.00%,0.376,0.35,,7/4/2024,
306949664,Lazada SG,Approved,1.07E+14,25/09/2023 14:30,24/09/2023 13:54,SGD,f3594a54-ac28-4d6d-b7c7-a084013e62d4,18.82,0.4,2.00%,0.376,0.35,,7/4/2024,
306949828,Lazada SG,Approved,1.07E+14,25/09/2023 13:20,24/09/2023 13:50,SGD,f4cf33e9-5b8c-4c30-ac90-9dfe412f40b9,21.3,0.6,2.00%,0.426,0.396,,7/4/2024,
b8b3169a04314e8ea8d33a6fab95552c-1,Shopee SG,Approved,23092597PUVA2U_22830284723_1,25/09/2023 13:05,25/09/2023 12:57,SGD,fa19e7a9-54a8-4e82-b433-9a04c1b4574f,7.72,0.11,0.90%,0.069,0.065,,7/2/2024,
0a177f89412e49db81af3bfe62a37c97-1,Shopee SG,Approved,230925936SSWT5_22680873234_1,25/09/2023 11:44,25/09/2023 11:44,SGD,a575aea7-1438-47a5-93fe-17d735dc21f9,131,2.75,1.60%,2.096,1.949,,7/2/2024,
306950316,Lazada SG,Approved,1.06E+14,25/09/2023 11:17,22/09/2023 11:31,SGD,ca7d4181-f250-4aa7-82cd-79a8a93a7689,3.4,0.18,4.00%,0.136,0.126,,7/4/2024,
6847491bca20483ea35f9651d3e7638c-1,Shopee SG,Approved,2309258WQK3TK6_22348464450_1,25/09/2023 10:06,25/09/2023 10:05,SGD,a575aea7-1438-47a5-93fe-17d735dc21f9,14,0.29,1.60%,0.224,0.208,,7/2/2024,
41bf02682ae7465b836df53a2d3714b6-1,Shopee SG,Approved,2309258V6XQA3N_18649563095_3,25/09/2023 09:39,25/09/2023 09:32,SGD,5022daea-dce2-4c93-9b0b-442b04a2a6f0,12.28,0.17,0.90%,0.111,0.103,,7/2/2024,
1a4bb41cfecf440b9905a1abad31ab38-1,Shopee SG,Approved,2309258V6XQA3N_18649563095_2,25/09/2023 09:39,25/09/2023 09:32,SGD,5022daea-dce2-4c93-9b0b-442b04a2a6f0,12.28,0.17,0.90%,0.111,0.103,,7/2/2024,
ee828b0a6203410fa9988b547eeb602f-1,Shopee SG,Approved,2309258V6XQA3N_18649563095_1,25/09/2023 09:39,25/09/2023 09:32,SGD,5022daea-dce2-4c93-9b0b-442b04a2a6f0,4.33,0.06,0.90%,0.039,0.036,,7/2/2024,
0b73c75ee8964f3eb85ae59805ab5179-1,Shopee SG,Approved,2309258SDPEMVC_13551361235_1,25/09/2023 08:49,25/09/2023 08:47,SGD,5022daea-dce2-4c93-9b0b-442b04a2a6f0,23.6,0.33,0.90%,0.212,0.198,,7/2/2024,
8f367e5d725e4395bfd82c4819d6f5ff-1,Shopee SG,Approved,2309258SDPEMVB_4692772750_1,25/09/2023 08:49,25/09/2023 08:47,SGD,5022daea-dce2-4c93-9b0b-442b04a2a6f0,2.65,0.04,0.90%,0.024,0.022,,7/2/2024,
150a01cdf22c409f995107ed07f2c99b-1,Shopee SG,Approved,2309258Q3HR130_14883650697_1,25/09/2023 08:08,25/09/2023 08:05,SGD,da68738e-6f92-4f9d-bb06-9beb44c31aea,17.48,0.37,1.60%,0.28,0.26,,7/2/2024,
c89090bca66c43a8b5f875b16a90149d-1,Shopee SG,Approved,2309258Q3HR130_20692952542_2,25/09/2023 08:08,25/09/2023 08:05,SGD,da68738e-6f92-4f9d-bb06-9beb44c31aea,16.82,0.35,1.60%,0.269,0.25,,7/2/2024,
bf6a1d424a5941b8a8ce506b8bd36455-1,Shopee SG,Approved,2309258KUKBRW5_22348464450_2,25/09/2023 07:10,25/09/2023 07:08,SGD,a575aea7-1438-47a5-93fe-17d735dc21f9,65.13,1.37,1.60%,1.042,0.969,,7/2/2024,
bdf2b174f4da4364b6de8df1e7456f78-1,Shopee SG,Approved,2309258KUKBRW5_22348464450_1,25/09/2023 07:10,25/09/2023 07:08,SGD,a575aea7-1438-47a5-93fe-17d735dc21f9,1.87,0.04,1.60%,0.03,0.028,,7/2/2024,
7abe0fd26e834d1fb823b7d702ece5d3-1,Shopee SG,Approved,2309258D5PSBBX_13813780242_1,25/09/2023 05:10,25/09/2023 05:10,SGD,4a94686b-c697-41f1-860a-ab925ae0568b,16,0.22,0.90%,0.144,0.134,,7/2/2024,
6e0f6a5e6d5c4deda84fbb7a60a8bbf1-1,Shopee SG,Approved,23092582DD1GSW_19165824407_1,25/09/2023 01:57,25/09/2023 01:57,SGD,4a94686b-c697-41f1-860a-ab925ae0568b,5.39,0.08,0.90%,0.049,0.045,,7/2/2024,
9f1268ec6d664eb38185c916eabac1fc-1,Shopee SG,Approved,2309257X2HUNUH_13188352915_3,25/09/2023 00:40,25/09/2023 00:17,SGD,c0eb509f-5015-4537-9daa-c75c09bd6760,6.45,0.14,1.60%,0.103,0.096,,7/2/2024,
bc4bf9810aa14131b9dc7d08c8b30dc3-1,Shopee SG,Approved,2309257X2HUNUH_13188352915_2,25/09/2023 00:40,25/09/2023 00:17,SGD,c0eb509f-5015-4537-9daa-c75c09bd6760,6.45,0.14,1.60%,0.103,0.096,,7/2/2024,
b71422eecb4e4a9baff1d8e122591eed-1,Shopee SG,Approved,2309257X2HUNUH_13188352915_1,25/09/2023 00:40,25/09/2023 00:17,SGD,c0eb509f-5015-4537-9daa-c75c09bd6760,6.45,0.14,1.60%,0.103,0.096,,7/2/2024,
043c4f7bae6a47e79f91e2e5f3be8ca0-1,Shopee SG,Approved,2309257WN5N6XA_19582093681_1,25/09/2023 00:32,25/09/2023 00:32,SGD,4236d02c-3ca7-4635-9fbc-e873a8dbf8b0,56.9,0.8,0.90%,0.512,0.476,,7/2/2024,
be5e1eeab53a4ab88fd314d05be22316-1,Shopee SG,Approved,2309257VRRU2P2_11832385565_1,25/09/2023 00:16,24/09/2023 23:52,SGD,c0eb509f-5015-4537-9daa-c75c09bd6760,17.75,0.37,1.60%,0.284,0.264,,7/2/2024,
ae529d526c8c44048a51daa03a0723b3-1,Shopee SG,Approved,2309257VRRU2P4_21982748479_1,25/09/2023 00:16,24/09/2023 23:52,SGD,c0eb509f-5015-4537-9daa-c75c09bd6760,7.44,0.16,1.60%,0.119,0.111,,7/2/2024,
1c132026f87b4b10b12fdd42e1bf84e4-1,Shopee SG,Approved,2309257VRRU2P1_11217954350_1,25/09/2023 00:16,24/09/2023 23:52,SGD,c0eb509f-5015-4537-9daa-c75c09bd6760,9.61,0.2,1.60%,0.154,0.143,,7/2/2024,
0677d966c05143ccae70e32c467ffde6-1,Shopee SG,Approved,2309257VRRU2P3_13909437207_1,25/09/2023 00:16,24/09/2023 23:52,SGD,c0eb509f-5015-4537-9daa-c75c09bd6760,8.62,0.18,1.60%,0.138,0.128,,7/2/2024,
16fc2aa2da3041e4978ebffdd146c5d9-1,Shopee SG,Approved,2309257UW3RFMN_21692949070_1,25/09/2023 00:01,23/09/2023 23:05,SGD,db06cd68-05f2-4737-aa38-fb12f59d1af0,31.9,0.67,1.60%,0.51,0.475,,7/2/2024,
878ae07f6326427abbcaf9fe1f27065c-1,Shopee SG,Approved,2309247TU2MX60_22322909248_1,24/09/2023 23:42,24/09/2023 23:37,SGD,89c0d03f-9ad5-4dc2-8bb2-f87ae6333361,20.78,0.29,0.90%,0.187,0.174,,7/2/2024,
8116d2feafd343f9b3bdf0029d5b9ae9-1,Fairprice ON,Approved,151049323,24/09/2023 21:34,24/09/2023 21:26,SGD,78f5b044-88ec-4007-887e-52b1336822fe,57.6,0.8,1.39%,0.8,0.744,,7/2/2024,
89b928f0581d49d3b08173c068318153-1,Shopee SG,Approved,2309247JP49KPP_13660167682_3,24/09/2023 21:16,24/09/2023 21:14,SGD,8b15af80-7a57-47a3-9088-7d48d2959184,26.74,0.56,1.60%,0.428,0.398,,7/2/2024,
14f9120489894245ad40ecfbaf14513e-1,Shopee SG,Approved,2309247JP49KPP_6346416934_1,24/09/2023 21:16,24/09/2023 21:14,SGD,8b15af80-7a57-47a3-9088-7d48d2959184,32.92,0.69,1.60%,0.527,0.49,,7/2/2024,
985949ab18fd4b64bb1f6d6f9db8f135-1,Shopee SG,Approved,2309247JP49KPP_8613389589_2,24/09/2023 21:16,24/09/2023 21:14,SGD,8b15af80-7a57-47a3-9088-7d48d2959184,31.12,0.65,1.60%,0.498,0.463,,7/2/2024,
306657967,Lazada SG,Approved,1.06E+14,24/09/2023 21:07,18/09/2023 09:41,SGD,7296090d-4b6a-4b22-8383-c7f5be1cd01e,14.87,0.31,2.00%,0.297,0.277,,7/4/2024,
105cd64491914ee78977c9ec49e4cdad-1,Shopee SG,Approved,2309246W3Y2W97_20677908955_2,24/09/2023 14:50,24/09/2023 14:49,SGD,54a36b64-716b-45df-819d-7ce8c50426dd,8.93,0.19,1.60%,0.143,0.133,,7/2/2024,
7e153ee26ee74e2aa7ff6e831cf18bcf-1,Shopee SG,Approved,2309246W3Y2W97_21988070597_3,24/09/2023 14:50,24/09/2023 14:49,SGD,54a36b64-716b-45df-819d-7ce8c50426dd,5.71,0.12,1.60%,0.091,0.085,,7/2/2024,
61a85b485c494e91b11625ecd859229f-1,Shopee SG,Approved,2309246W3Y2W97_20677908955_1,24/09/2023 14:50,24/09/2023 14:49,SGD,54a36b64-716b-45df-819d-7ce8c50426dd,8.93,0.19,1.60%,0.143,0.133,,7/2/2024,
8d496f5f37b548e3be885de3f901bb61-1,Shopee SG,Approved,2309246UM1NE2X_21379130225_1,24/09/2023 14:23,21/09/2023 13:19,SGD,b0e92b78-7f5e-49d0-a350-7e8c7a8b42a9,3.22,0.07,1.60%,0.052,0.048,,7/2/2024,
67394c1869d24abba1a8f42afb82348a-1,Shopee SG,Approved,2309246S07UFTQ_23668563566_1,24/09/2023 13:36,24/09/2023 12:54,SGD,d1390458-7608-4136-ad8c-187ac37ccbfa,16.09,0.23,0.90%,0.145,0.135,,7/2/2024,
984994d7c1fa4c22bb5a78249c38e0b9-1,Shopee SG,Approved,2309245WBRRS3B_16440768580_2,24/09/2023 05:22,20/09/2023 22:45,SGD,fb9178b3-52e7-4693-b04f-a68cd3d61e45,1.07,0.01,0.90%,0.01,0.009,,7/2/2024,
0dc0ac956eb44928af4c473e1342fa2f-1,Fairprice ON,Approved,150926076,23/09/2023 22:24,23/09/2023 22:19,SGD,eb3feea3-6cff-481a-88f5-a561c7eee157,94.3,0.8,0.85%,0.8,0.744,,7/2/2024,
3cc44d5b37754655bdd69931e3fb7353-1,Shopee SG,Approved,2309235603VGUR_18333780996_1,23/09/2023 22:24,20/09/2023 17:02,SGD,f32e2dab-abb2-4216-9f45-debcc2b27f82,3.1,0.07,1.60%,0.05,0.046,,7/2/2024,
306427046,Lazada SG,Approved,1.06E+14,23/09/2023 21:36,21/09/2023 10:24,SGD,eefc6607-ee4a-492c-9c2a-3e523d384378,18,0.5,2.00%,0.36,0.335,,7/4/2024,
aaf2425655a84ecc93fbcb5b393c0f73,Shopee SG,Approved,2309234F9P40XG_6755332207_1,23/09/2023 15:37,23/09/2023 15:36,SGD,25643434-1808-4a7c-9a7c-c69eaef19930,1880.93,39.5,1.60%,30.095,27.988,,7/2/2024,
3c688ae0869e4436bb1c6a5af6f6b0dd-1,Shopee SG,Approved,23092346XJACV1_22935741387_1,23/09/2023 13:08,23/09/2023 13:07,SGD,c0eb509f-5015-4537-9daa-c75c09bd6760,5.76,0.08,0.90%,0.052,0.048,,7/2/2024,
cc20434da92e4ac6831e3b44ba02696e-1,Fairprice ON,Approved,150848589,23/09/2023 12:06,23/09/2023 11:54,SGD,69ff400e-d550-4347-a7e5-d517add38257,212.11,0.8,0.38%,0.8,0.744,,7/2/2024,
306428956,Lazada SG,Approved,1.06E+14,23/09/2023 11:59,19/09/2023 17:27,SGD,6a190c48-66a5-4645-961c-e683a385ddf0,18.38,1.28,4.00%,0.735,0.684,,7/4/2024,
4a1b434a40f64885b9676fd7993c1353-1,Shopee SG,Approved,23092341ACDJFG_18364800178_1,23/09/2023 11:27,23/09/2023 11:13,SGD,109ca12f-fa3f-4e71-9641-4699d43a0f33,13.03,0.27,1.60%,0.208,0.194,,7/2/2024,
07a54960b0dd4ac79089e720059e1656-1,Shopee SG,Approved,23092341461JYK_5319145648_2,23/09/2023 11:24,17/09/2023 12:46,SGD,cfc1a980-115f-4c22-9e47-94075b1de457,58.98,1.24,1.60%,0.944,0.878,,7/2/2024,
70e2468592ee4ed89365b25171698cb8-1,Shopee SG,Approved,23092341461JYK_9016450815_3,23/09/2023 11:24,17/09/2023 12:46,SGD,cfc1a980-115f-4c22-9e47-94075b1de457,58.98,1.24,1.60%,0.944,0.878,,7/2/2024,
28463758b09a482f8fe20a1e67fc059e-1,Shopee SG,Approved,23092341461JYJ_15753782850_4,23/09/2023 11:24,17/09/2023 12:46,SGD,cfc1a980-115f-4c22-9e47-94075b1de457,5.97,0.13,1.60%,0.096,0.089,,7/2/2024,
382d662b3ff044fb9551990db4a338cb-1,Shopee SG,Approved,23092341461JYJ_3751695740_1,23/09/2023 11:24,17/09/2023 12:46,SGD,cfc1a980-115f-4c22-9e47-94075b1de457,29.85,0.42,0.90%,0.269,0.25,,7/2/2024,
600165c58fa641eeae25393049b5feea-1,Shopee SG,Approved,23092341461JYK_4319146303_1,23/09/2023 11:24,17/09/2023 12:46,SGD,cfc1a980-115f-4c22-9e47-94075b1de457,41.73,0.88,1.60%,0.668,0.621,,7/2/2024,
5c8de225e2ab4c8da37c3ac7421633b4-1,Shopee SG,Approved,23092341461JYJ_5643021766_2,23/09/2023 11:24,17/09/2023 12:46,SGD,cfc1a980-115f-4c22-9e47-94075b1de457,19.9,0.42,1.60%,0.318,0.296,,7/2/2024,
3fb489186df0410fb3e6e1aad397a9e2-1,Shopee SG,Approved,23092341461JYJ_9204452068_3,23/09/2023 11:24,17/09/2023 12:46,SGD,cfc1a980-115f-4c22-9e47-94075b1de457,61.69,0.86,0.90%,0.555,0.516,,7/2/2024,
306429564,Lazada SG,Approved,1.07E+14,23/09/2023 07:46,23/09/2023 07:07,SGD,5fb3f996-fd7d-4cee-ab62-f57a5c61feb6,95.99,2.69,2.00%,1.92,1.785,,7/4/2024,
306429565,Lazada SG,Approved,1.07E+14,23/09/2023 07:46,23/09/2023 07:07,SGD,5fb3f996-fd7d-4cee-ab62-f57a5c61feb6,23.99,0.67,2.00%,0.48,0.446,,7/4/2024,
306016468,Klook Travel (CPS),Approved,4859258970_636857669,23/09/2023 05:08,23/09/2023 04:49,SGD,80f9cc3f-8665-4271-aea7-da046f880b0f,10.51,0.52,4.94%,0.519,0.482,,7/4/2024,
306217771,Lazada SG,Approved,1.07E+14,22/09/2023 19:11,21/09/2023 15:30,SGD,2aa9f3f6-0805-4302-aa9d-854816381fe8,6.97,0.19,2.00%,0.139,0.13,,7/4/2024,
d26377fcac9f4140ae1df1a38c3af46a-1,Shopee SG,Approved,2309221VUX9D5Y_20531691594_1,22/09/2023 15:02,22/09/2023 15:01,SGD,513461b3-5aa8-4884-a367-6a68d0d39e61,4.62,0.06,0.90%,0.042,0.039,,7/2/2024,
15b265c2db8a450c9abdc87e1e363b9b,Shopee SG,Approved,2309221VUX9D60_23342344662_1,22/09/2023 15:02,22/09/2023 15:01,SGD,513461b3-5aa8-4884-a367-6a68d0d39e61,2.73,0.04,0.90%,0.025,0.023,,7/2/2024,
1cc88cd7cce749f686aaaef203f80b46-1,Shopee SG,Approved,2309221J2RSGJU_10918604746_1,22/09/2023 11:49,21/09/2023 20:20,SGD,dc87ed18-2488-4804-a1c4-d12de9ce3482,36.28,0.51,0.90%,0.327,0.304,,7/2/2024,
306218520,Lazada SG,Approved,1.06E+14,22/09/2023 11:01,21/09/2023 15:30,SGD,2aa9f3f6-0805-4302-aa9d-854816381fe8,2.22,0.11,4.00%,0.089,0.083,,7/4/2024,
306218521,Lazada SG,Approved,1.06E+14,22/09/2023 11:01,21/09/2023 15:30,SGD,2aa9f3f6-0805-4302-aa9d-854816381fe8,2.22,0.11,4.00%,0.089,0.083,,7/4/2024,
306218522,Lazada SG,Approved,1.06E+14,22/09/2023 11:01,21/09/2023 15:30,SGD,2aa9f3f6-0805-4302-aa9d-854816381fe8,2.96,0.15,4.00%,0.118,0.11,,7/4/2024,
306218523,Lazada SG,Approved,1.06E+14,22/09/2023 11:01,21/09/2023 15:30,SGD,2aa9f3f6-0805-4302-aa9d-854816381fe8,2.96,0.15,4.00%,0.118,0.11,,7/4/2024,
3d2107c3c8e749a5874b7e19b9a018b8-1,Shopee SG,Approved,2309220C5HQVX1_17894223932_6,22/09/2023 00:31,21/09/2023 16:57,SGD,534af3ea-9c15-452d-950a-b9c4fc20718e,19.89,0.42,1.60%,0.318,0.296,,7/2/2024,
2e4c9c3c60d645ba8e41a6ef97b516ad-1,Shopee SG,Approved,2309220C5HQVX1_17894223932_4,22/09/2023 00:31,21/09/2023 16:57,SGD,534af3ea-9c15-452d-950a-b9c4fc20718e,19.89,0.42,1.60%,0.318,0.296,,7/2/2024,
cc6b7e5be4b54a388b23d5403a01f6e9-1,Shopee SG,Approved,2309220AV2581H_11002601330_1,22/09/2023 00:07,22/09/2023 00:06,SGD,948cbe0d-dd2c-40a9-8f2e-d9a855392e51,5.68,0.12,1.60%,0.091,0.085,,7/2/2024,
305971700,Lazada SG,Approved,1.07E+14,21/09/2023 21:56,21/09/2023 21:40,SGD,aa3c8f3d-6672-4085-a597-43fbef492855,3.89,0.11,2.00%,0.078,0.072,,7/4/2024,
305971701,Lazada SG,Approved,1.07E+14,21/09/2023 21:56,21/09/2023 21:40,SGD,aa3c8f3d-6672-4085-a597-43fbef492855,3.88,0.11,2.00%,0.078,0.072,,7/4/2024,
305971702,Lazada SG,Approved,1.07E+14,21/09/2023 21:56,21/09/2023 21:40,SGD,aa3c8f3d-6672-4085-a597-43fbef492855,3.89,0.11,2.00%,0.078,0.072,,7/4/2024,
8d087fc8f1184923a6d5d787fac4266d,Shopee SG,Approved,230921W1KJP8BH_12711601535_1,21/09/2023 20:22,14/09/2023 22:23,SGD,069b3f06-c300-45ff-834f-8c96effade81,8.4,0.12,0.90%,0.076,0.07,,7/2/2024,
305972296,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972297,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972298,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972299,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972300,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972301,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972302,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972303,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972304,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972305,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972306,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972307,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972308,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972309,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972310,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
305972311,Lazada SG,Approved,1.06E+14,21/09/2023 15:42,19/09/2023 11:33,SGD,b107f6de-a08d-4d46-adef-e13360d18469,0.18,0.01,4.00%,0.007,0.007,,7/4/2024,
