date,transaction_date,cardholder_id,card_id,card_segment,offer_segment,transaction_id,transaction_currency,transaction_currency_code,transaction_amount,transaction_sales_channel,merchant_id,merchant_name,merchant_city,merchant_country,category_key,offer_id,offer_title,ruleset_id,redemption_limit,discount_type,percentage_value,minimum_spend,reward_every_transaction,reward_frequency,minimum_transactions,seg_total_transaction_count,seg_unique_user_count,casback_amount
"2024-05-16 23:45:00",2024-05-14T02:09:29,7b3ee4f6-81a6-439f-a6ad-296b69bfed2f,3a3b276e-2d02-ef11-a574-b8cef6052491,NEW,,384135077690319,AUD,36,60.00,IN-STORE,255,"Shoes & Sox","Castle Hill",Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,3.00
"2024-05-16 23:15:00",2024-05-14T05:30:15,75d91b31-ec36-4c5b-9dd8-cfe74a6e90b1,f73ea5e9-0502-ef11-a574-b8cef6052491,LOYAL,,464135198154522,AUD,36,45.00,IN-STORE,255,"Shoes & Sox",Northlakes,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,2.25
"2024-05-16 23:15:00",2024-05-14T04:07:45,1a833ae8-e383-451b-9fa0-0af2146fe558,aaf8bef5-0c02-ef11-a574-b8cef6052491,NEW,,304135148657944,AUD,36,29.96,IN-STORE,255,"Shoes & Sox",Marion,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,1.49
"2024-05-16 22:45:00",2024-05-13T23:56:53,6c35fa83-5615-473e-a2a9-8e5ddfd665bb,b85c15af-1e02-ef11-a574-b8cef6052491,NEW,,384134862138340,AUD,36,54.00,E-COMMERCE,210,"Sealife Sydney Australia",Sydney,Australia,Entertainment,285,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,36,35,2.70
"2024-05-16 22:15:00",2024-05-14T02:55:31,a7784a01-c83f-4d9f-b3a7-262f9c02f0b6,572ba1f6-0d02-ef11-a574-b8cef6052491,LOYAL,,304135105314861,AUD,36,16.00,IN-STORE,255,"Shoes & Sox",Indooroopilly,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,0.80
"2024-05-16 21:45:00",2024-05-14T12:44:58,f821f67a-f79d-43bb-be31-1a9126b79d1f,f5421792-0202-ef11-a574-b8cef6052491,LOYAL,,464135458984499,AUD,36,172.66,E-COMMERCE,250,LSKD,Loganholme,Australia,"Fashion & Retail",306,"Spend $150 and get 10% Cashback",251,NULL,PERCENTAGE,10.0,150.00,YES,NULL,NULL,103,92,17.26
"2024-05-16 21:15:00",2024-05-14T04:28:02,53101536-b8dd-41ce-8523-8f2f6bc477a4,72d4eb03-a57a-ed11-816a-30e17161bfc9,NEW,,584135160820132,AUD,36,131.97,IN-STORE,259,Superdry,Perth,Australia,"Fashion & Retail",321,"Get 5% Cashback on All Purchases",264,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,20,20,6.59
"2024-05-16 20:45:00",2024-05-13T03:53:02,66fb3047-0bbd-40f3-95da-5729e4afc6ce,4a5b711c-3702-ef11-a574-b8cef6052491,NEW,,304134139821317,AUD,36,114.93,IN-STORE,223,"Novo Shoes Instore",HELENSVALE,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,17.23
"2024-05-16 20:30:00",2024-05-14T09:43:49,fdc1895f-3457-49ac-945d-b0399e6bfbf2,794492f2-2702-ef11-a574-b8cef6052491,NEW,,584135350293169,AUD,36,142.43,E-COMMERCE,221,"Novo Shoes Online",Brooklyn,Australia,"Fashion & Retail",283,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,13,13,21.36
"2024-05-16 20:30:00",2024-05-14T02:07:33,be240836-7784-416b-910a-cdf475ad98a7,b89c7d7d-1502-ef11-a574-b8cef6052491,NEW,,304135076534332,AUD,36,24.25,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,"Get 7% Cashback on your 1st purchase",255,NULL,PERCENTAGE,7.0,NULL,NO,ONLY,1,57,57,1.69
"2024-05-16 20:30:00",2024-05-14T10:18:47,690ec479-08d0-4310-980c-3a5bbe7834b0,78de6fb2-3802-ef11-a574-b8cef6052491,NEW,,464135371275281,AUD,36,104.93,E-COMMERCE,221,"Novo Shoes Online",Brooklyn,Australia,"Fashion & Retail",283,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,13,13,15.73
"2024-05-16 20:00:00",2024-05-13T09:46:46,4ae704f8-5382-4b8c-af94-3947baaa558c,f09558a6-3002-ef11-a574-b8cef6052491,NEW,,584134352060196,AUD,36,38.40,E-COMMERCE,210,"Sealife Sydney Australia",Sydney,Australia,Entertainment,285,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,36,35,1.92
"2024-05-16 19:30:00",2024-05-14T03:02:00,a7784a01-c83f-4d9f-b3a7-262f9c02f0b6,572ba1f6-0d02-ef11-a574-b8cef6052491,LOYAL,,384135109205801,AUD,36,22.46,IN-STORE,255,"Shoes & Sox",Indooroopilly,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,1.12
"2024-05-16 18:15:00",2024-05-14T12:52:27,fc629354-9a72-42b4-badf-7128d6f2c407,85c0aa20-1f02-ef11-a574-b8cef6052491,NEW,,584135463475137,AUD,36,154.91,E-COMMERCE,250,LSKD,Loganholme,Australia,"Fashion & Retail",306,"Spend $150 and get 10% Cashback",251,NULL,PERCENTAGE,10.0,150.00,YES,NULL,NULL,103,92,15.49
"2024-05-16 18:15:00",2024-05-14T06:16:25,7b609bd0-f9f0-490f-8944-b09d6afbf03b,f4932ae2-0a02-ef11-a574-b8cef6052491,NEW,,464135225856400,AUD,36,67.46,IN-STORE,255,"Shoes & Sox",Marooychydore,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,3.37
"2024-05-16 16:45:00",2024-05-14T02:10:31,473ee69e-54f0-48be-b3d0-f6480f24fa28,2819cfe5-3d02-ef11-a574-b8cef6052491,NEW,,584135078317459,AUD,36,209.97,E-COMMERCE,265,"2XU Online",Cremorne,Australia,"Fashion & Retail",335,"Get 5% Cashback on your 1st purchase",293,NULL,PERCENTAGE,5.0,NULL,NO,ONLY,1,26,26,10.49
"2024-05-16 16:15:00",2024-05-14T10:52:33,d0a9876e-cc22-4cf6-b86e-d648f08d54d0,5db48c21-2002-ef11-a574-b8cef6052491,NEW,,384135391533436,AUD,36,63.50,E-COMMERCE,265,"2XU Online",Cremorne,Australia,"Fashion & Retail",335,"Get 5% Cashback on your 1st purchase",293,NULL,PERCENTAGE,5.0,NULL,NO,ONLY,1,26,26,3.17
"2024-05-16 16:15:00",2024-05-13T12:45:08,cdacdeb0-b920-48b9-9f7a-bb4e3eb254f2,34541da0-0e38-ed11-8166-1c98ec1324d6,NEW,,384134459086103,AUD,36,105.00,E-COMMERCE,266,Converse,Melbourne,Australia,"Fashion & Retail",337,"Get 5% Cashback on your 1st purchase",293,NULL,PERCENTAGE,5.0,NULL,NO,ONLY,1,35,35,5.25
"2024-05-16 16:00:00",2024-05-14T11:14:19,d1ed222d-4cf9-42cc-9a74-e2d6321c8ff9,ad07fe59-ef01-ef11-a574-b8cef6052491,NEW,,584135404599496,AUD,36,163.41,E-COMMERCE,250,LSKD,Loganholme,Australia,"Fashion & Retail",306,"Spend $150 and get 10% Cashback",251,NULL,PERCENTAGE,10.0,150.00,YES,NULL,NULL,103,92,16.34
"2024-05-16 15:30:00",2024-05-14T05:56:41,fbde197f-52f1-4186-bfb1-9f895a132b5f,ed7e33d2-f801-ef11-a574-b8cef6052491,NEW,,464135214011925,AUD,36,66.00,E-COMMERCE,266,Converse,Melbourne,Australia,"Fashion & Retail",337,"Get 5% Cashback on your 1st purchase",293,NULL,PERCENTAGE,5.0,NULL,NO,ONLY,1,35,35,3.30
"2024-05-16 14:15:00",2024-05-13T22:02:48,dd765c7c-f656-400b-8150-96d357a56bcb,112ba982-1402-ef11-a574-b8cef6052491,NEW,,464134793681984,AUD,36,199.99,E-COMMERCE,265,"2XU Online",Cremorne,Australia,"Fashion & Retail",335,"Get 5% Cashback on your 1st purchase",293,NULL,PERCENTAGE,5.0,NULL,NO,ONLY,1,26,26,9.99
"2024-05-16 14:15:00",2024-05-14T06:50:13,9fa2f632-0684-4730-8478-cae0b7079819,c07f9cbc-1202-ef11-a574-b8cef6052491,LOYAL,,464135246134643,AUD,36,171.91,E-COMMERCE,250,LSKD,Loganholme,Australia,"Fashion & Retail",306,"Spend $150 and get 10% Cashback",251,NULL,PERCENTAGE,10.0,150.00,YES,NULL,NULL,103,92,17.19
"2024-05-16 14:15:00",2024-05-13T05:50:01,789b6558-739d-4a49-9e5e-fa61a8e86454,60aff7c3-ac6d-ee11-b3d7-b8cef6052529,LOYAL,,304134210016171,AUD,36,134.95,IN-STORE,223,"Novo Shoes Instore","SURFERS PARADISE",Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,20.24
"2024-05-16 14:15:00",2024-05-14T05:58:39,4b6d85bd-c058-4239-8f1b-16e63c5dc88d,c0ca4938-1802-ef11-a574-b8cef6052491,NEW,,384135215196896,AUD,36,137.37,IN-STORE,255,"Shoes & Sox",Indooroopilly,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,6.86
"2024-05-16 14:15:00",2024-05-13T19:47:58,053594bc-ab25-47ca-a7fc-fb58fc1db2cd,c0189a0e-2d02-ef11-a574-b8cef6052491,NEW,,384134712787339,AUD,36,84.45,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,"Get 7% Cashback on your 1st purchase",255,NULL,PERCENTAGE,7.0,NULL,NO,ONLY,1,57,57,5.91
"2024-05-15 22:00:00",2024-05-13T09:34:15,bde603c1-30e7-4630-851a-8e9d494a3035,d6ce935b-2502-ef11-a574-b8cef6052491,NEW,,304134344558371,AUD,36,51.25,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,"Get 7% Cashback on your 1st purchase",255,NULL,PERCENTAGE,7.0,NULL,NO,ONLY,1,57,57,3.58
"2024-05-15 21:45:00",2024-05-13T10:09:08,afb8f777-9298-4fa8-b903-6b7ee1a8a47a,46cef479-0702-ef11-a574-b8cef6052491,LOYAL,,584134365485441,AUD,36,259.93,E-COMMERCE,258,"City Perfume",Milperra,Australia,Retailers,322,"Get 7% Cashback on All Purchases",239,NULL,PERCENTAGE,7.0,NULL,YES,NULL,NULL,7,7,18.19
"2024-05-15 21:15:00",2024-05-12T23:59:57,15ba9b6d-d8fd-432f-aae2-17dcf4df7386,817c7426-0e02-ef11-a574-b8cef6052491,NEW,,384133863974052,AUD,36,91.95,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,"Get 7% Cashback on your 1st purchase",255,NULL,PERCENTAGE,7.0,NULL,NO,ONLY,1,57,57,6.43
"2024-05-15 21:00:00",2024-05-13T03:31:40,75574427-4093-4812-9bd0-12135c82974b,6eceebfa-0b02-ef11-a574-b8cef6052491,LAPSED,,384134127000271,AUD,36,104.93,E-COMMERCE,221,"Novo Shoes Online",Brooklyn,Australia,"Fashion & Retail",283,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,13,13,15.73
"2024-05-15 21:00:00",2024-05-11T03:34:22,35051563-0704-4cbb-890e-658534524566,eba92e04-fc01-ef11-a574-b8cef6052491,NEW,,384132128625832,AUD,36,119.43,IN-STORE,223,"Novo Shoes Instore",LOGANHOLME,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,17.91
"2024-05-15 20:45:00",2024-05-12T21:47:52,9fa2f632-0684-4730-8478-cae0b7079819,c07f9cbc-1202-ef11-a574-b8cef6052491,LOYAL,,584133784723111,AUD,36,201.91,E-COMMERCE,250,LSKD,Loganholme,Australia,"Fashion & Retail",306,"Spend $150 and get 10% Cashback",251,NULL,PERCENTAGE,10.0,150.00,YES,NULL,NULL,103,92,20.19
"2024-05-15 20:15:00",2024-05-12T06:12:57,b7a8bead-3047-4428-a1c5-6d4361299adf,f73f8090-f001-ef11-a574-b8cef6052491,NEW,,384133223774809,AUD,36,127.43,IN-STORE,223,"Novo Shoes Instore",CHERMSIDE,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,19.11
"2024-05-15 20:00:00",2024-05-12T02:50:40,14a17cdf-02a8-49e1-ae73-fc4379c1f325,26f06183-1c02-ef11-a574-b8cef6052491,NEW,,584133102403413,AUD,36,191.93,IN-STORE,223,"Novo Shoes Instore",COOMERA,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,28.78
"2024-05-15 19:15:00",2024-05-12T00:25:25,92c915f4-3fdc-4539-a178-ef8a1d8628d1,30caaa2b-1e02-ef11-a574-b8cef6052491,LOYAL,,384133015253623,AUD,36,67.44,E-COMMERCE,240,"Automotive Superstore","Castle Hill",Australia,Retailers,312,"Get 2% Cashback on All Purchases",257,NULL,PERCENTAGE,2.0,NULL,YES,NULL,NULL,87,86,1.34
"2024-05-15 19:15:00",2024-05-13T00:37:06,909e06a2-faeb-4bac-b889-437a5e08824c,88409706-0502-ef11-a574-b8cef6052491,NEW,,384134022269246,AUD,36,20.50,IN-STORE,264,"Star Car Wash Australia",Mackay,Australia,Retailers,333,"Get 7% Cashback on All Purchases",280,NULL,PERCENTAGE,7.0,NULL,YES,NULL,NULL,10,9,1.43
"2024-05-15 19:00:00",2024-05-12T08:13:23,a6c2910a-f30e-4a0a-97d2-1ed20e2fc7f1,989f2fb9-1502-ef11-a574-b8cef6052491,LOYAL,,584133296032272,AUD,36,390.25,E-COMMERCE,250,LSKD,Loganholme,Australia,"Fashion & Retail",306,"Spend $150 and get 10% Cashback",251,NULL,PERCENTAGE,10.0,150.00,YES,NULL,NULL,103,92,39.02
"2024-05-15 18:30:00",2024-05-11T07:11:03,d35d1417-daf4-4956-9910-937c20143b7b,85e404a2-3202-ef11-a574-b8cef6052491,LOYAL,,384132258639992,AUD,36,59.96,IN-STORE,255,"Shoes & Sox",Carousel,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,2.99
"2024-05-15 18:30:00",2024-05-12T00:25:14,9337b777-4a78-4e6c-ac8e-4612dc54c0f4,523e622e-2102-ef11-a574-b8cef6052491,NEW,,464133015149773,AUD,36,104.92,IN-STORE,255,"Shoes & Sox",Macquarie,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,5.24
"2024-05-15 18:00:00",2024-05-11T03:05:54,7b07d2f2-1f1a-4401-9fde-02979818d819,58b8882c-f201-ef11-a574-b8cef6052491,LOYAL,,464132111543894,AUD,36,129.43,IN-STORE,223,"Novo Shoes Instore",CARINDALE,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,19.41
"2024-05-15 17:45:00",2024-05-11T22:58:49,e437f100-8bb2-404c-bf59-5307c1edc14e,31e35d73-0102-ef11-a574-b8cef6052491,NEW,,304132827295043,AUD,36,103.00,E-COMMERCE,214,"SEALIFE Melbourne Australia",Melbourne,Australia,Entertainment,290,"Get 5% Cashback on All Purchases",243,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,32,31,5.15
"2024-05-15 17:45:00",2024-05-13T10:09:57,924ae7fe-f800-4d5f-ba1d-88508dbf2924,e60694f1-0e02-ef11-a574-b8cef6052491,NEW,,584134365977982,AUD,36,79.99,E-COMMERCE,252,"Move with us","Burleigh Heads",Australia,"Health and Wellness",314,"Get 15% Cashback on All Purchases",259,NULL,PERCENTAGE,15.0,NULL,YES,NULL,NULL,38,38,11.99
"2024-05-15 17:30:00",2024-05-13T11:20:59,54ba69ca-4aa0-4dd9-ac78-af8e40c43cfd,dc181da9-1e02-ef11-a574-b8cef6052491,NEW,,584134408593757,AUD,36,186.00,E-COMMERCE,250,LSKD,Loganholme,Australia,"Fashion & Retail",306,"Spend $150 and get 10% Cashback",251,NULL,PERCENTAGE,10.0,150.00,YES,NULL,NULL,103,92,18.60
"2024-05-15 17:15:00",2024-05-12T05:11:32,9696c85f-c28e-4c77-b171-cba559ca32f4,e6adfc95-0502-ef11-a574-b8cef6052491,NEW,,384133186925782,AUD,36,111.93,IN-STORE,223,"Novo Shoes Instore",GRAVATT,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,16.78
"2024-05-15 17:15:00",2024-05-13T10:12:03,05a3f042-1317-4b00-92df-8ea5a8e64cb2,4aba1dee-0a02-ef11-a574-b8cef6052491,NEW,,384134367237151,AUD,36,83.15,E-COMMERCE,240,"Automotive Superstore","Castle Hill",Australia,Retailers,312,"Get 2% Cashback on All Purchases",257,NULL,PERCENTAGE,2.0,NULL,YES,NULL,NULL,87,86,1.66
"2024-05-15 17:00:00",2024-05-12T10:33:21,58a20283-f4f5-4f97-9810-769404a77f2a,93ab1685-1702-ef11-a574-b8cef6052491,NEW,,584133380017957,AUD,36,38.00,E-COMMERCE,210,"Sealife Sydney Australia",Sydney,Australia,Entertainment,285,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,36,35,1.90
"2024-05-15 16:45:00",2024-05-13T06:15:08,7eed744a-100a-42a9-9110-42c946c239c3,c4e7dc24-2b02-ef11-a574-b8cef6052491,NEW,,384134225081905,AUD,36,48.71,IN-STORE,255,"Shoes & Sox",Chermside,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,2.43
"2024-05-15 16:30:00",2024-05-12T01:36:42,596062bf-7955-4824-a123-b18f421c951a,a876a7e0-6587-ed11-816a-30e17161bfc9,NEW,,464133058023424,AUD,36,130.00,E-COMMERCE,210,"Sealife Sydney Australia",Sydney,Australia,Entertainment,285,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,36,35,6.50
"2024-05-15 16:30:00",2024-05-11T00:40:11,366bf2ac-57f3-4830-8163-0b2f028696c8,124b8ad9-0702-ef11-a574-b8cef6052491,NEW,,304132024119344,AUD,36,119.93,IN-STORE,223,"Novo Shoes Instore",BUDDINA,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,17.98
"2024-05-15 16:15:00",2024-05-12T00:53:55,80297ef3-41f7-4f2a-8524-7e223c4259cb,c7604650-b19f-ee11-b58c-043f72dce669,NEW,,384133032355080,AUD,36,78.67,IN-STORE,255,"Shoes & Sox",Southland,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,3.93
"2024-05-15 16:15:00",2024-05-13T02:37:58,35b0ff86-4131-431e-98c6-2055981ad9e8,99efa2bd-3702-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",584134094782325,AUD,36,48.45,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,311,"Get 5% Cashback on All Purchases",256,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,14,13,2.42
"2024-05-15 16:00:00",2024-05-13T00:47:06,097213e7-68d0-4752-a351-6366502ddbd1,e5966889-0b02-ef11-a574-b8cef6052491,NEW,,304134028263447,AUD,36,60.00,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,"Get 7% Cashback on your 1st purchase",255,NULL,PERCENTAGE,7.0,NULL,NO,ONLY,1,57,57,4.20
"2024-05-15 15:30:00",2024-05-12T22:07:16,5cb4a88f-890c-41ce-9d59-8a67dc078782,3b1a2efb-ff01-ef11-a574-b8cef6052491,NEW,,384133796369681,AUD,36,217.40,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,"Get 7% Cashback on your 1st purchase",255,NULL,PERCENTAGE,7.0,NULL,NO,ONLY,1,57,57,15.21
"2024-05-15 15:15:00",2024-05-12T23:43:51,abf3ac36-255a-48ad-a6ef-9bcd8c7fb1be,c24756bd-1a02-ef11-a574-b8cef6052491,LAPSED,,304133854311501,AUD,36,52.46,IN-STORE,255,"Shoes & Sox",Northlakes,Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,2.62
"2024-05-15 15:15:00",2024-05-11T20:41:32,7f529134-0aff-4816-a195-b118d6527798,bcd80cd7-1502-ef11-a574-b8cef6052491,NEW,,384132744923275,AUD,36,8.00,IN-STORE,264,"Star Car Wash Australia",Mackay,Australia,Retailers,333,"Get 7% Cashback on All Purchases",280,NULL,PERCENTAGE,7.0,NULL,YES,NULL,NULL,10,9,0.56
"2024-05-15 15:15:00",2024-05-12T03:22:07,685a6087-cb49-48fd-a7e4-44427dd8cde8,e31d13d7-1c02-ef11-a574-b8cef6052491,NEW,,584133121278751,AUD,36,66.00,E-COMMERCE,209,"Sydney Tower Eye Australia",Sydney,Australia,Entertainment,286,"Get 5% Cashback on All Purchases",243,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,15,14,3.30
"2024-05-15 15:15:00",2024-05-12T05:54:23,1e662412-7f1f-4d4a-afdd-f3848fe0d9ae,5ba80d87-2702-ef11-a574-b8cef6052491,NEW,,304133212639257,AUD,36,48.55,E-COMMERCE,240,"Automotive Superstore","Castle Hill",Australia,Retailers,312,"Get 2% Cashback on All Purchases",257,NULL,PERCENTAGE,2.0,NULL,YES,NULL,NULL,87,86,0.97
"2024-05-15 15:00:00",2024-05-10T20:28:13,ef2be46c-ba22-4608-a1a5-e2ca6adf9992,eeedfcfb-2402-ef11-a574-b8cef6052491,NEW,,304131736937906,AUD,36,87.28,E-COMMERCE,240,"Automotive Superstore","Castle Hill",Australia,Retailers,312,"Get 2% Cashback on All Purchases",257,NULL,PERCENTAGE,2.0,NULL,YES,NULL,NULL,87,86,1.74
"2024-05-15 15:00:00",2024-05-12T04:58:44,662aca8b-ee56-4610-81b2-21e26c07126f,8e3efa58-2902-ef11-a574-b8cef6052491,NEW,,584133179247538,AUD,36,37.46,IN-STORE,255,"Shoes & Sox","Rouse Hill",Australia,"Fashion & Retail",325,"Get 5% Cashback on All Purchases",242,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,100,96,1.87
"2024-05-15 14:45:00",2024-05-13T03:05:51,6ec78f0b-7205-46a7-b535-78673ab3a19d,81abf59d-f201-ef11-a574-b8cef6052491,NEW,,584134111517821,AUD,36,257.04,E-COMMERCE,240,"Automotive Superstore","Castle Hill",Australia,Retailers,312,"Get 2% Cashback on All Purchases",257,NULL,PERCENTAGE,2.0,NULL,YES,NULL,NULL,87,86,5.14
"2024-05-15 14:30:00",2024-05-12T12:53:32,0b615474-a020-4067-ad7d-f01c167d5f69,c1a8411e-d901-ef11-a574-b8cef6052491,NEW,,464133464124648,AUD,36,196.00,E-COMMERCE,240,"Automotive Superstore","Castle Hill",Australia,Retailers,312,"Get 2% Cashback on All Purchases",257,NULL,PERCENTAGE,2.0,NULL,YES,NULL,NULL,87,86,3.92
"2024-05-15 14:30:00",2024-05-13T01:20:21,009b1cb2-2b80-460e-a78f-cb1563a910cd,2c0b1057-fb01-ef11-a574-b8cef6052491,NEW,,464134048213261,AUD,36,248.95,E-COMMERCE,254,Solidteknics,Maroochydore,Australia,Retailers,320,"Get 5% Cashback on All Purchases",263,NULL,PERCENTAGE,5.0,NULL,YES,NULL,NULL,1,1,12.44
"2024-05-15 14:15:00",2024-05-12T10:13:04,451b6bc4-4c92-4b92-bcf8-6a4dfbab5d6e,ca2b80a6-1402-ef11-a574-b8cef6052491,LOYAL,,304133367848405,AUD,36,236.90,E-COMMERCE,221,"Novo Shoes Online",Brooklyn,,"Fashion & Retail",283,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,13,13,35.53
"2024-05-15 14:15:00",2024-05-12T10:10:59,3ed8380a-d65e-42ac-95c2-56fc7b705ab6,bf12bcaf-1802-ef11-a574-b8cef6052491,NEW,,464133366596211,AUD,36,63.15,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,"Get 7% Cashback on your 1st purchase",255,NULL,PERCENTAGE,7.0,NULL,NO,ONLY,1,57,57,4.42
"2024-05-15 14:00:00",2024-05-13T01:14:56,4cd164ec-50df-45c7-9eea-cea0deb75e28,fb0f76da-0802-ef11-a574-b8cef6052491,NEW,,304134044966078,AUD,36,33.75,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,"Get 7% Cashback on your 1st purchase",255,NULL,PERCENTAGE,7.0,NULL,NO,ONLY,1,57,57,2.36
"2024-05-15 14:00:00",2024-05-13T01:48:08,293906ae-3a43-41c1-89de-2d8fea2017e6,b3f26494-1b02-ef11-a574-b8cef6052491,LOYAL,,584134064885220,AUD,36,201.91,E-COMMERCE,250,LSKD,Loganholme,Australia,"Fashion & Retail",306,"Spend $150 and get 10% Cashback",251,NULL,PERCENTAGE,10.0,150.00,YES,NULL,NULL,103,92,20.19
"2024-05-15 13:45:00",2024-05-11T04:09:32,653bc7a5-c8a7-4842-9404-cde9a8b9365d,9e304e48-0502-ef11-a574-b8cef6052491,NEW,,384132149720073,AUD,36,124.93,IN-STORE,223,"Novo Shoes Instore",MAROOCHYDORE,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,18.73
"2024-05-15 13:30:00",2024-05-11T02:03:17,d6045dc9-ac02-47a8-9203-59c910fb1e2a,662d07aa-1f02-ef11-a574-b8cef6052491,NEW,,584132073972654,AUD,36,121.93,IN-STORE,223,"Novo Shoes Instore",MAROOCHYDORE,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,18.28
"2024-05-15 13:15:00",2024-05-11T02:09:42,f946d2ec-83f0-4fe0-a0e2-34b6ef35bda5,0aaae243-3c02-ef11-a574-b8cef6052491,NEW,,584132077826594,AUD,36,116.93,IN-STORE,223,"Novo Shoes Instore",LOGANHOLME,Australia,"Fashion & Retail",284,"Spend $100 and get 15% Cashback",241,NULL,PERCENTAGE,15.0,100.00,YES,NULL,NULL,96,96,17.53
