,uid,recency,frequency,monetary
2237,VOXLAT0006010732024877998,178,2,408.0
2238,VOXLAT0006010732024879275,105,9,1196.8500000000001
2239,VOXLAT0006010732024879580,177,1,132.97
2240,VOXLAT0006010732024883970,338,1,190.0
2241,VOXLAT0006010732024885033,127,1,94.48
2242,VOXLAT0006010732024885751,250,1,219.0
2243,VOXLAT0006010732024888839,172,1,369.98
2244,VOXLAT0006010732024890504,30,1,74.96
2245,VOXLAT0006010732024891247,163,1,132.0
2246,VOXLAT0006010732024892336,286,2,274.97
2247,VOXLAT0006010732024892856,150,2,250.87
2248,VOXLAT0006010732024893565,287,2,129.0
2249,VOXLAT0006010732024893615,63,4,424.96
2250,VOXLAT0006010732024893680,238,2,280.9
2251,VOXLAT0006010732024894712,256,1,149.78
2252,VOXLAT0006010732024894944,112,4,454.96000000000004
2253,VOXLAT0006010732024896097,88,4,403.17
2254,VOXLAT0006010732024896576,330,1,227.33
2255,VOXLAT0006010732024897020,346,1,200.0
2256,VOXLAT0006010732024898291,90,35,4429.92
2257,VOXLAT0006010732024899273,298,1,18.67
2258,VOXLAT0006010732024899547,220,1,249.95
2259,VOXLAT0006010732024903000,118,2,176.91
2260,VOXLAT0006010732024905278,104,1,90.12
2261,VOXLAT0006010732024908751,266,1,36.9
2262,VOXLAT0006010732024908876,105,1,502.43
2263,VOXLAT0006010732024912688,87,3,573.6
2264,VOXLAT0006010732024912829,93,1,603.96
2265,VOXLAT0006010732024912886,242,1,89.96
2266,VOXLAT0006010732024912910,196,22,1881.3999999999999
2267,VOXLAT0006010732024914361,149,1,65.56
2268,VOXLAT0006010732024914510,340,1,175.0
2269,VOXLAT0006010732024915400,95,1,209.4
2270,VOXLAT0006010732024917695,335,1,50.0
2271,VOXLAT0006010732024918446,280,1,9.99
2272,VOXLAT0006010732024918719,290,1,18.45
2273,VOXLAT0006010732024919709,257,2,84.48
2274,VOXLAT0006010732024921333,248,1,55.2
2275,VOXLAT0006010732024922059,95,3,839.32
2276,VOXLAT0006010732024922927,65,1,29.99
2277,VOXLAT0006010732024922935,143,1,490.46
2278,VOXLAT0006010732024923933,307,1,58.0
2279,VOXLAT0006010732024923941,307,1,31.5
2280,VOXLAT0006010732024925375,124,1,230.0
2281,VOXLAT0006010732024925607,219,4,1141.18
2282,VOXLAT0006010732024927538,249,2,86.99000000000001
2283,VOXLAT0006010732024930649,128,1,56.96
2284,VOXLAT0006010732024931001,317,1,280.0
2285,VOXLAT0006010732024933502,16,1,58.65
2286,VOXLAT0006010732024934591,48,1,170.87
2287,VOXLAT0006010732024935135,73,1,2350.72
2288,VOXLAT0006010732024937453,17,6,801.82
2289,VOXLAT0006010732024937511,114,4,3537.11
2290,VOXLAT0006010732024937776,128,1,305.4
2291,VOXLAT0006010732024937941,104,7,709.9399999999999
2292,VOXLAT0006010732024938071,91,1,121.55
2293,VOXLAT0006010732024938931,147,1,269.51
2294,VOXLAT0006010732024939053,95,3,663.89
2295,VOXLAT0006010732024939889,188,2,144.0
2296,VOXLAT0006010732024941166,193,4,705.63
2297,VOXLAT0006010732024944327,30,2,149.27
2298,VOXLAT0006010732024945472,298,4,264.98
2299,VOXLAT0006010732024945712,80,2,226.95
2300,VOXLAT0006010732024946413,304,1,54.73
2301,VOXLAT0006010732024947221,197,1,160.2
2302,VOXLAT0006010732024948161,231,6,545.94
2303,VOXLAT0006010732024948732,273,4,594.97
2304,VOXLAT0006010732024949672,56,1,122.0
2305,VOXLAT0006010732024955174,78,2,254.39
2306,VOXLAT0006010732024955943,185,1,248.0
2307,VOXLAT0006010732024956396,137,5,834.95
2308,VOXLAT0006010732024956438,58,5,471.98999999999995
2309,VOXLAT0006010732024956677,350,1,59.99
2310,VOXLAT0006010732024959853,330,1,310.0
2311,VOXLAT0006010732024960232,33,1,61.11
2312,VOXLAT0006010732024960463,229,1,92.99
2313,VOXLAT0006010732024960877,192,1,267.32
2314,VOXLAT0006010732024961669,226,2,450.76
2315,VOXLAT0006010732024962683,60,1,390.97
2316,VOXLAT0006010732024963806,143,1,65.97
2317,VOXLAT0006010732024964275,320,4,152.91
2318,VOXLAT0006010732024965082,194,1,96.99
2319,VOXLAT0006010732024967591,208,1,570.03
2320,VOXLAT0006010732024968912,105,1,124.5
2321,VOXLAT0006010732024969472,193,13,1766.38
2322,VOXLAT0006010732024969712,240,1,26.98
2323,VOXLAT0006010732024970736,224,3,233.97
2324,VOXLAT0006010732024972286,41,8,1785.98
2325,VOXLAT0006010732024973458,104,4,186.33999999999997
2326,VOXLAT0006010732024973490,93,1,72.14
2327,VOXLAT0006010732024974688,276,2,214.99
2328,VOXLAT0006010732024975370,193,1,99.95
2329,VOXLAT0006010732024976642,351,1,69.4
2330,VOXLAT0006010732024977228,95,2,418.94
2331,VOXLAT0006010732024983069,108,2,314.44
2332,VOXLAT0006010732024983093,75,5,1226.05
2333,VOXLAT0006010732024983937,295,1,35.98
2334,VOXLAT0006010732024984141,117,2,1210.27
2335,VOXLAT0006010732024984414,208,13,852.88
2336,VOXLAT0006010732024985114,33,2,225.95
2337,VOXLAT0006010732024988126,273,3,28.31
2338,VOXLAT0006010732024988340,332,1,190.0
2339,VOXLAT0006010732024988399,268,1,159.95
2340,VOXLAT0006010732024992359,338,1,190.0
2341,VOXLAT0006010732024992441,201,1,9.99
2342,VOXLAT0006010732024993357,282,1,60.0
2343,VOXLAT0006010732024997473,83,1,164.9
2344,VOXLAT0006010732024997549,70,19,1306.8899999999999
2345,VOXLAT0006010732024997622,278,2,1834.46
2346,VOXLAT0006010732024998299,298,1,108.67
2347,VOXLAT0006010732024999594,335,1,223.2
2348,VOXLAT0006010732024999610,223,1,80.0
2349,VOXLAT0006010732024999727,84,1,89.95
2350,VOXLAT0006010732025000186,56,6,1388.79
2351,VOXLAT0006010732025000913,173,1,53.98
2352,VOXLAT0006010732025003420,242,1,200.95
2353,VOXLAT0006010732025005581,253,1,48.85
2354,VOXLAT0006010732025007264,48,1,68.0
2355,VOXLAT0006010732025008353,311,1,241.26
2356,VOXLAT0006010732025008437,162,2,572.5699999999999
2357,VOXLAT0006010732025009203,230,2,1353.4
2358,VOXLAT0006010732025009799,185,1,118.97
2359,VOXLAT0006010732025009872,214,1,59.99
2360,VOXLAT0006010732025010862,62,3,774.6
2361,VOXLAT0006010732025013031,71,3,348.44
2362,VOXLAT0006010732025013569,98,12,1283.8
2363,VOXLAT0006010732025015135,17,1,127.13
2364,VOXLAT0006010732025015614,246,5,34.0
2365,VOXLAT0006010732025015671,143,2,148.9
2366,VOXLAT0006010732025016448,162,1,89.95
2367,VOXLAT0006010732025017495,301,1,200.0
2368,VOXLAT0006010732025017750,282,1,271.98
2369,VOXLAT0006010732025018436,172,1,2335.9
2370,VOXLAT0006010732025019269,227,1,293.96
2371,VOXLAT0006010732025019715,206,1,276.7
2372,VOXLAT0006010732025020259,242,1,152.0
2373,VOXLAT0006010732025021919,178,1,200.0
2374,VOXLAT0006010732025021927,75,1,77.99
2375,VOXLAT0006010732025022198,151,2,149.99
2376,VOXLAT0006010732025024822,147,8,843.84
2377,VOXLAT0006010732025024889,42,1,204.0
2378,VOXLAT0006010732025025423,241,3,456.0
2379,VOXLAT0006010732025025886,50,13,3718.94
2380,VOXLAT0006010732025027718,110,1,199.84
2381,VOXLAT0006010732025028450,253,1,366.0
2382,VOXLAT0006010732025028807,10,31,11573.949999999999
2383,VOXLAT0006010732025028815,170,1,49.0
2384,VOXLAT0006010732025030407,334,1,90.99
2385,VOXLAT0006010732025033039,138,2,479.0
2386,VOXLAT0006010732025034136,98,2,248.57
2387,VOXLAT0006010732025035638,72,1,161.41
2388,VOXLAT0006010732025036594,142,2,928.1600000000001
2389,VOXLAT0006010732025036933,78,1,103.9
2390,VOXLAT0006010732025037394,290,2,303.0
2391,VOXLAT0006010732025037659,100,1,79.0
2392,VOXLAT0006010732025038012,65,1,171.0
2393,VOXLAT0006010732025039887,104,1,29.99
2394,VOXLAT0006010732025039960,154,2,140.0
2395,VOXLAT0006010732025045587,330,1,173.8
2396,VOXLAT0006010732025045629,145,1,86.85
2397,VOXLAT0006010732025047856,70,1,14.99
2398,VOXLAT0006010732025049126,241,1,274.8
2399,VOXLAT0006010732025050660,186,20,1042.96
2400,VOXLAT0006010732025051643,84,1,98.98
2401,VOXLAT0006010732025054043,77,9,1228.0700000000002
2402,VOXLAT0006010732025054878,231,3,47.46
2403,VOXLAT0006010732025055321,154,1,9.99
2404,VOXLAT0006010732025056451,148,1,128.97
2405,VOXLAT0006010732025058911,236,4,296.98
2406,VOXLAT0006010732025061592,14,5,712.0
2407,VOXLAT0006010732025066609,338,2,47.3
2408,VOXLAT0006010732025067276,296,1,28.99
2409,VOXLAT0006010732025067383,320,1,539.85
2410,VOXLAT0006010732025067870,13,2,504.16
2411,VOXLAT0006010732025069066,218,2,329.0
2412,VOXLAT0006010732025071120,128,2,143.36
2413,VOXLAT0006010732025072565,33,1,174.37
2414,VOXLAT0006010732025075113,94,2,365.87
2415,VOXLAT0006010732025076236,97,1,159.95
2416,VOXLAT0006010732025077846,229,2,210.37
2417,VOXLAT0006010732025078679,137,5,682.6800000000001
2418,VOXLAT0006010732025079529,276,1,251.8
2419,VOXLAT0006010732025085435,305,5,340.94
2420,VOXLAT0006010732025086045,225,2,305.49
2421,VOXLAT0006010732025086599,63,4,427.91
2422,VOXLAT0006010732025086680,70,17,2064.2400000000002
2423,VOXLAT0006010732025087704,340,4,295.98
2424,VOXLAT0006010732025092894,241,1,244.0
2425,VOXLAT0006010732025093777,28,2,1111.51
2426,VOXLAT0006010732025094536,183,1,826.0
2427,VOXLAT0006010732025097380,277,3,728.95
2428,VOXLAT0006010732025097661,246,1,250.0
2429,VOXLAT0006010732025098123,204,2,1131.16
2430,VOXLAT0006010732025098701,337,1,397.81
2431,VOXLAT0006010732025098750,68,5,705.03
2432,VOXLAT0006010732025099428,64,1,37.19
2433,VOXLAT0006010732025100028,169,1,258.66
2434,VOXLAT0006010732025101075,170,6,489.79999999999995
2435,VOXLAT0006010732025102297,179,1,440.18
2436,VOXLAT0006010732025102511,167,2,335.03
2437,VOXLAT0006010732025105670,96,1,84.99
2438,VOXLAT0006010732025109599,348,2,45.910000000000004
2439,VOXLAT0006010732025109938,158,1,78.15
2440,VOXLAT0006010732025110704,279,1,198.69
2441,VOXLAT0006010732025111421,284,2,124.99
2442,VOXLAT0006010732025112031,29,3,129.45999999999998
2443,VOXLAT0006010732025112163,193,1,75.42
2444,VOXLAT0006010732025112213,215,2,98.95
2445,VOXLAT0006010732025113005,338,1,298.0
2446,VOXLAT0006010732025113088,137,1,826.27
2447,VOXLAT0006010732025114045,147,10,613.04
2448,VOXLAT0006010732025115851,211,3,525.25
2449,VOXLAT0006010732025116925,193,1,84.59
2450,VOXLAT0006010732025117782,255,1,97.97
2451,VOXLAT0006010732025117790,133,9,629.9
2452,VOXLAT0006010732025120067,240,1,73.96
2453,VOXLAT0006010732025121016,278,1,94.99
2454,VOXLAT0006010732025121628,323,1,123.07
2455,VOXLAT0006010732025123707,94,1,39.9
2456,VOXLAT0006010732025124176,329,2,100.97999999999999
2457,VOXLAT0006010732025125884,33,1,138.85
2458,VOXLAT0006010732025127252,93,2,333.6
2459,VOXLAT0006010732025130702,43,1,139.8
2460,VOXLAT0006010732025130926,129,1,29.97
2461,VOXLAT0006010732025131536,203,1,212.0
2462,VOXLAT0006010732025132211,309,1,244.0
2463,VOXLAT0006010732025132252,29,2,88.74000000000001
2464,VOXLAT0006010732025132997,207,1,89.88
2465,VOXLAT0006010732025133078,215,2,247.48000000000002
2466,VOXLAT0006010732025133177,191,1,151.23
2467,VOXLAT0006010732025133854,212,1,44.95
2468,VOXLAT0006010732025137731,76,2,640.0
2469,VOXLAT0006010732025138994,164,1,199.8
2470,VOXLAT0006010732025139216,315,5,488.94
2471,VOXLAT0006010732025141576,106,1,666.46
2472,VOXLAT0006010732025141956,336,2,164.98
2473,VOXLAT0006010732025144091,258,2,361.72
2474,VOXLAT0006010732025144158,326,3,314.98
2475,VOXLAT0006010732025144596,269,1,653.88
2476,VOXLAT0006010732025149082,100,1,149.95
2477,VOXLAT0006010732025149850,227,5,175.04
2478,VOXLAT0006010732025150114,76,1,300.25
2479,VOXLAT0006010732025150486,182,1,124.0
2480,VOXLAT0006010732025150577,241,1,53.89
2481,VOXLAT0006010732025152185,265,1,519.9
2482,VOXLAT0006010732025152698,96,2,611.0699999999999
2483,VOXLAT0006010732025155436,306,1,78.48
2484,VOXLAT0006010732025156111,307,1,124.12
2485,VOXLAT0006010732025158430,346,3,124.55000000000001
2486,VOXLAT0006010732025161541,94,1,243.0
2487,VOXLAT0006010732025161988,71,1,97.99
2488,VOXLAT0006010732025162846,341,1,230.85
2489,VOXLAT0006010732025163505,100,1,439.98
2490,VOXLAT0006010732025164149,23,1,73.75
2491,VOXLAT0006010732025164438,60,3,1049.31
2492,VOXLAT0006010732025165286,59,2,390.98
2493,VOXLAT0006010732025166953,117,1,139.0
2494,VOXLAT0006010732025167738,326,1,68.99
2495,VOXLAT0006010732025171458,208,1,89.99
2496,VOXLAT0006010732025172019,79,1,19.99
2497,VOXLAT0006010732025173058,240,4,142.02
2498,VOXLAT0006010732025173116,339,1,134.1
2499,VOXLAT0006010732025173892,194,1,89.95
2500,VOXLAT0006010732025174098,247,13,1278.57
2501,VOXLAT0006010732025174270,191,1,214.74
2502,VOXLAT0006010732025175335,91,20,1445.35
2503,VOXLAT0006010732025176812,331,1,71.99
2504,VOXLAT0006010732025178560,252,1,172.88
2505,VOXLAT0006010732025179436,224,1,54.8
2506,VOXLAT0006010732025179857,239,1,231.68
2507,VOXLAT0006010732025180608,13,2,117.97
2508,VOXLAT0006010732025182406,186,2,163.83
2509,VOXLAT0006010732025184568,248,1,109.95
2510,VOXLAT0006010732025186662,147,1,141.9
2511,VOXLAT0006010732025187165,256,3,119.39
2512,VOXLAT0006010732025187314,17,7,353.61
2513,VOXLAT0006010732025187678,267,1,159.95
2514,VOXLAT0006010732025187686,136,1,24.99
2515,VOXLAT0006010732025189468,301,1,62.79
2516,VOXLAT0006010732025189609,259,1,109.95
2517,VOXLAT0006010732025191027,137,1,29.5
2518,VOXLAT0006010732025192264,334,1,69.99
2519,VOXLAT0006010732025193544,309,1,217.44
2520,VOXLAT0006010732025196117,104,4,440.96
2521,VOXLAT0006010732025196281,95,1,425.72
2522,VOXLAT0006010732025196653,324,1,606.0
2523,VOXLAT0006010732025197412,228,5,364.96999999999997
2524,VOXLAT0006010732025198840,167,1,111.31
2525,VOXLAT0006010732025199079,311,2,56.5
2526,VOXLAT0006010732025199285,130,3,765.23
2527,VOXLAT0006010732025199517,317,1,280.0
2528,VOXLAT0006010732025199574,287,1,692.51
2529,VOXLAT0006010732025200331,306,1,55.5
2530,VOXLAT0006010732025200471,297,1,135.2
2531,VOXLAT0006010732025203111,267,2,119.98
2532,VOXLAT0006010732025203186,197,1,425.0
2533,VOXLAT0006010732025203376,251,3,270.96999999999997
2534,VOXLAT0006010732025206866,100,1,169.99
2535,VOXLAT0006010732025206874,248,1,377.19
2536,VOXLAT0006010732025208516,206,4,373.51
2537,VOXLAT0006010732025208862,51,2,399.94
2538,VOXLAT0006010732025209985,320,1,89.99
2539,VOXLAT0006010732025210132,251,1,459.96
2540,VOXLAT0006010732025212831,255,1,190.0
2541,VOXLAT0006010732025213342,163,1,465.0
2542,VOXLAT0006010732025213961,319,1,334.95
2543,VOXLAT0006010732025215198,219,1,79.9
2544,VOXLAT0006010732025216337,194,1,41.34
2545,VOXLAT0006010732025216659,300,1,75.16
2546,VOXLAT0006010732025217327,217,1,114.98
2547,VOXLAT0006010732025217921,245,7,746.93
2548,VOXLAT0006010732025218473,281,3,52.4
2549,VOXLAT0006010732025219539,220,1,10.9
2550,VOXLAT0006010732025219976,127,2,283.17999999999995
2551,VOXLAT0006010732025220941,89,1,112.56
2552,VOXLAT0006010732025227730,175,1,280.45
2553,VOXLAT0006010732025230056,27,1,26.04
2554,VOXLAT0006010732025230940,176,3,369.9
2555,VOXLAT0006010732025232227,196,1,9.99
2556,VOXLAT0006010732025232565,304,1,71.48
2557,VOXLAT0006010732025234405,84,3,413.97
2558,VOXLAT0006010732025235014,338,1,639.95
2559,VOXLAT0006010732025239032,317,1,281.0
2560,VOXLAT0006010732025242762,230,2,245.52
2561,VOXLAT0006010732025243323,97,1,101.66
2562,VOXLAT0006010732025244123,238,1,176.0
2563,VOXLAT0006010732025245310,166,1,99.99
2564,VOXLAT0006010732025245468,314,1,200.0
2565,VOXLAT0006010732025249254,134,1,18.2
2566,VOXLAT0006010732025250211,84,30,2665.69
2567,VOXLAT0006010732025250229,64,1,179.95
2568,VOXLAT0006010732025250625,123,1,556.56
2569,VOXLAT0006010732025252597,263,1,280.0
2570,VOXLAT0006010732025253009,130,1,34.99
2571,VOXLAT0006010732025253512,96,1,319.9
2572,VOXLAT0006010732025253645,288,1,24.39
2573,VOXLAT0006010732025255723,137,1,460.39
2574,VOXLAT0006010732025256192,194,1,348.2
2575,VOXLAT0006010732025256374,284,1,690.22
2576,VOXLAT0006010732025257349,133,4,383.66
2577,VOXLAT0006010732025257497,275,1,151.97
2578,VOXLAT0006010732025259311,237,14,1075.83
2579,VOXLAT0006010732025259709,261,9,882.71
2580,VOXLAT0006010732025260988,296,1,401.63
2581,VOXLAT0006010732025262521,279,1,13.75
2582,VOXLAT0006010732025262968,23,2,343.39
2583,VOXLAT0006010732025263651,349,1,40.59
2584,VOXLAT0006010732025264923,33,1,139.87
2585,VOXLAT0006010732025266407,224,2,415.74
2586,VOXLAT0006010732025266415,98,1,190.1
2587,VOXLAT0006010732025268197,78,2,165.45
2588,VOXLAT0006010732025269369,186,5,523.97
2589,VOXLAT0006010732025271969,189,1,99.99
2590,VOXLAT0006010732025272538,140,1,97.49
2591,VOXLAT0006010732025273460,261,2,199.98
2592,VOXLAT0006010732025275200,100,1,149.0
2593,VOXLAT0006010732025275432,287,1,28.98
2594,VOXLAT0006010732025275622,182,17,2238.6000000000004
2595,VOXLAT0006010732025276240,192,1,186.56
2596,VOXLAT0006010732025277198,308,2,201.98
2597,VOXLAT0006010732025278386,231,1,97.99
2598,VOXLAT0006010732025280697,11,2,389.38
2599,VOXLAT0006010732025281042,273,2,205.41
2600,VOXLAT0006010732025282024,273,1,179.95
2601,VOXLAT0006010732025282404,66,1,210.45
2602,VOXLAT0006010732025282628,261,1,109.95
2603,VOXLAT0006010732025283345,8,1,22.08
2604,VOXLAT0006010732025285233,208,10,1587.8700000000001
2605,VOXLAT0006010732025285522,34,1,60.69
2606,VOXLAT0006010732025285688,89,1,55.0
2607,VOXLAT0006010732025288211,299,2,77.2
2608,VOXLAT0006010732025289508,87,2,340.28999999999996
2609,VOXLAT0006010732025290811,160,8,2634.36
2610,VOXLAT0006010732025291116,301,1,36.0
2611,VOXLAT0006010732025291363,265,1,194.98
2612,VOXLAT0006010732025292254,93,3,757.51
2613,VOXLAT0006010732025292965,193,1,200.0
2614,VOXLAT0006010732025293237,161,1,35.96
2615,VOXLAT0006010732025294326,162,1,229.41
2616,VOXLAT0006010732025295042,272,11,251.13
2617,VOXLAT0006010732025296222,101,18,1414.71
2618,VOXLAT0006010732025296321,79,3,598.71
2619,VOXLAT0006010732025296560,231,2,99.75999999999999
2620,VOXLAT0006010732025296735,238,1,64.58
2621,VOXLAT0006010732025297840,263,1,135.2
2622,VOXLAT0006010732025299069,338,1,190.0
2623,VOXLAT0006010732025300875,149,1,128.0
2624,VOXLAT0006010732025302855,207,1,270.0
2625,VOXLAT0006010732025302947,340,1,300.0
2626,VOXLAT0006010732025303275,236,1,14.85
2627,VOXLAT0006010732025303564,163,3,279.26
2628,VOXLAT0006010732025306021,140,7,559.6899999999999
2629,VOXLAT0006010732025306914,132,1,78.9
2630,VOXLAT0006010732025308332,269,1,39.95
2631,VOXLAT0006010732025309660,249,3,928.95
2632,VOXLAT0006010732025310486,162,3,388.20000000000005
2633,VOXLAT0006010732025310882,322,1,49.99
2634,VOXLAT0006010732025311922,311,3,138.32
2635,VOXLAT0006010732025314975,147,1,379.0
2636,VOXLAT0006010732025315394,280,6,410.24
2637,VOXLAT0006010732025316400,154,1,14.07
2638,VOXLAT0006010732025316624,347,1,202.83
2639,VOXLAT0006010732025316921,230,1,227.3
2640,VOXLAT0006010732025318398,224,1,780.36
2641,VOXLAT0006010732025320055,266,1,72.99
2642,VOXLAT0006010732025321525,325,1,27.96
2643,VOXLAT0006010732025323232,326,1,315.85
2644,VOXLAT0006010732025325948,45,1,96.0
2645,VOXLAT0006010732025328413,95,2,113.22999999999999
2646,VOXLAT0006010732025328447,212,1,152.99
2647,VOXLAT0006010732025329635,304,1,78.49
2648,VOXLAT0006010732025330617,210,1,69.99
2649,VOXLAT0006010732025331193,97,7,965.9300000000001
2650,VOXLAT0006010732025331847,82,1,80.29
2651,VOXLAT0006010732025332332,33,1,31.85
2652,VOXLAT0006010732025333173,335,1,85.41
2653,VOXLAT0006010732025333215,155,4,617.63
2654,VOXLAT0006010732025333355,100,3,449.84000000000003
2655,VOXLAT0006010732025335038,333,1,26.37
2656,VOXLAT0006010732025335269,252,4,170.99
2657,VOXLAT0006010732025335780,218,1,100.51
2658,VOXLAT0006010732025338412,198,1,448.69
2659,VOXLAT0006010732025340137,291,1,79.2
2660,VOXLAT0006010732025340335,276,1,29.99
2661,VOXLAT0006010732025341648,17,1,132.87
2662,VOXLAT0006010732025342018,61,3,342.27
2663,VOXLAT0006010732025342703,90,1,147.12
2664,VOXLAT0006010732025345128,137,1,107.4
2665,VOXLAT0006010732025345342,280,1,9.99
2666,VOXLAT0006010732025345367,238,1,60.9
2667,VOXLAT0006010732025345532,258,2,130.16
2668,VOXLAT0006010732025347827,219,2,298.0
2669,VOXLAT0006010732025349005,201,1,54.99
2670,VOXLAT0006010732025350458,335,1,200.0
2671,VOXLAT0006010732025350474,51,1,794.77
2672,VOXLAT0006010732025350649,24,2,157.99
2673,VOXLAT0006010732025351688,299,6,1930.08
2674,VOXLAT0006010732025352041,121,2,257.49
2675,VOXLAT0006010732025353049,228,1,309.97
2676,VOXLAT0006010732025353221,254,1,300.0
2677,VOXLAT0006010732025355028,242,1,55.97
2678,VOXLAT0006010732025356273,27,3,253.98000000000002
2679,VOXLAT0006010732025357362,129,1,520.2
2680,VOXLAT0006010732025358964,177,1,138.0
2681,VOXLAT0006010732025359723,19,1,114.31
2682,VOXLAT0006010732025360622,47,1,565.03
2683,VOXLAT0006010732025361109,270,2,60.9
2684,VOXLAT0006010732025364848,169,1,377.3
2685,VOXLAT0006010732025365381,123,2,143.18
2686,VOXLAT0006010732025365779,277,1,119.97
2687,VOXLAT0006010732025366082,19,2,620.0
2688,VOXLAT0006010732025366256,203,1,1167.43
2689,VOXLAT0006010732025366744,31,3,147.91
2690,VOXLAT0006010732025366835,122,2,589.3199999999999
2691,VOXLAT0006010732025367155,350,1,452.68
2692,VOXLAT0006010732025367288,33,2,443.57000000000005
2693,VOXLAT0006010732025367668,306,1,64.99
2694,VOXLAT0006010732025368500,263,1,280.0
2695,VOXLAT0006010732025369961,187,1,52.88
2696,VOXLAT0006010732025371413,158,2,846.39
2697,VOXLAT0006010732025371595,165,2,462.75
2698,VOXLAT0006010732025371603,214,1,169.95
2699,VOXLAT0006010732025371801,272,2,169.9
2700,VOXLAT0006010732025371876,192,1,207.14
2701,VOXLAT0006010732025373146,63,1,101.67
2702,VOXLAT0006010732025373625,197,1,129.9
2703,VOXLAT0006010732025373724,72,1,270.43
2704,VOXLAT0006010732025377436,208,1,74.91
2705,VOXLAT0006010732025378418,317,1,400.0
2706,VOXLAT0006010732025379440,229,1,750.0
2707,VOXLAT0006010732025379556,321,6,437.93999999999994
2708,VOXLAT0006010732025379630,47,4,1499.82
2709,VOXLAT0006010732025381206,103,1,1550.87
2710,VOXLAT0006010732025382600,269,1,25.05
2711,VOXLAT0006010732025382717,101,2,658.22
2712,VOXLAT0006010732025382816,22,2,1057.62
2713,VOXLAT0006010732025384333,53,2,209.07
2714,VOXLAT0006010732025385413,161,1,750.0
2715,VOXLAT0006010732025386007,30,1,50.19
2716,VOXLAT0006010732025386775,173,1,199.95
2717,VOXLAT0006010732025388094,263,1,115.0
2718,VOXLAT0006010732025388508,166,1,95.59
2719,VOXLAT0006010732025389449,44,1,159.95
2720,VOXLAT0006010732025390363,294,1,25.0
2721,VOXLAT0006010732025391478,169,1,271.27
2722,VOXLAT0006010732025392062,334,1,66.37
2723,VOXLAT0006010732025392120,245,1,25.0
2724,VOXLAT0006010732025393029,55,1,149.0
2725,VOXLAT0006010732025393250,229,4,379.08000000000004
2726,VOXLAT0006010732025395024,65,1,198.0
2727,VOXLAT0006010732025395628,315,1,630.0
2728,VOXLAT0006010732025396402,57,1,217.0
2729,VOXLAT0006010732025399000,60,1,62.84
2730,VOXLAT0006010732025399711,230,1,297.92
2731,VOXLAT0006010732025399802,323,1,1015.28
2732,VOXLAT0006010732025399992,282,1,28.19
2733,VOXLAT0006010732025402424,325,1,429.0
2734,VOXLAT0006010732025403729,290,1,330.0
2735,VOXLAT0006010732025404339,251,2,376.09
2736,VOXLAT0006010732025404933,166,1,59.95
2737,VOXLAT0006010732025404982,228,2,37.04
2738,VOXLAT0006010732025406938,146,1,527.22
2739,VOXLAT0006010732025407431,252,1,966.53
2740,VOXLAT0006010732025408280,42,1,199.95
2741,VOXLAT0006010732025408793,234,1,122.46
2742,VOXLAT0006010732025409072,147,1,34.99
2743,VOXLAT0006010732025410336,33,1,452.76
2744,VOXLAT0006010732025410583,260,1,224.72
2745,VOXLAT0006010732025412605,336,1,99.95
2746,VOXLAT0006010732025414379,298,1,113.01
2747,VOXLAT0006010732025414643,29,1,26.63
2748,VOXLAT0006010732025416127,311,1,57.97
2749,VOXLAT0006010732025416457,60,1,136.15
2750,VOXLAT0006010732025417539,23,1,275.02
2751,VOXLAT0006010732025417729,213,1,49.0
2752,VOXLAT0006010732025421846,21,2,279.44
2753,VOXLAT0006010732025421960,308,1,79.66
2754,VOXLAT0006010732025422513,89,1,298.98
2755,VOXLAT0006010732025422984,333,1,264.0
2756,VOXLAT0006010732025425920,295,1,216.8
2757,VOXLAT0006010732025427280,72,1,341.98
2758,VOXLAT0006010732025428213,67,5,909.96
2759,VOXLAT0006010732025430318,254,1,149.9
2760,VOXLAT0006010732025430649,127,3,730.01
2761,VOXLAT0006010732025431050,33,1,88.36
2762,VOXLAT0006010732025431886,316,1,94.0
2763,VOXLAT0006010732025432850,254,6,237.53
2764,VOXLAT0006010732025433114,91,4,108.13
2765,VOXLAT0006010732025437727,196,4,580.8
2766,VOXLAT0006010732025437842,338,1,260.0
2767,VOXLAT0006010732025439210,214,1,259.92
2768,VOXLAT0006010732025441935,77,1,88.14
2769,VOXLAT0006010732025443683,268,1,287.11
2770,VOXLAT0006010732025444632,105,4,252.29000000000002
2771,VOXLAT0006010732025445621,320,1,105.6
2772,VOXLAT0006010732025446579,143,1,338.16
2773,VOXLAT0006010732025447163,237,1,12.0
2774,VOXLAT0006010732025447577,289,1,251.0
2775,VOXLAT0006010732025447585,227,1,272.0
2776,VOXLAT0006010732025447619,315,1,90.9
2777,VOXLAT0006010732025448286,217,1,46.99
2778,VOXLAT0006010732025448310,110,1,170.89
2779,VOXLAT0006010732025448484,301,4,376.95
2780,VOXLAT0006010732025449730,267,1,59.99
2781,VOXLAT0006010732025449813,33,2,434.03999999999996
2782,VOXLAT0006010732025450423,320,1,499.6
2783,VOXLAT0006010732025452171,116,1,77.99
2784,VOXLAT0006010732025455760,54,11,2099.58
2785,VOXLAT0006010732025456727,114,1,14.99
2786,VOXLAT0006010732025458152,140,4,387.16
2787,VOXLAT0006010732025458285,19,1,40.0
